time,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Actinomycetospora,g__Adhaeribacter,g__Adlercreutzia,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Aliterella,g__Alkanindiges,g__Alloiococcus,g__Alloprevotella,g__Amedibacillus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeroglobus,g__Anaeromassilibacillus,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Angustibacter,g__Aquabacterium,g__Aquirickettsiella,g__Arenimonas,g__Asprobacter,g__Atopobium,g__Avispirillum,g__BX12,g__Bacillus,g__Bacteroides,g__Bariatricus,g__Barnesiella,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevibacterium,g__Brevundimonas,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__C7867-002,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-196,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-41,g__CAG-533,g__CAG-83,g__CAJLXD01,g__Campylobacter,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Cellvibrio,g__Centipeda,g__Cetobacterium,g__Christensenella,g__Chryseobacterium,g__Chryseotalea,g__Cloacibacterium,g__Clostridioides,g__Clostridium,g__Cnuella,g__Cohnella,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprobacter,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Dellaglioa,g__Dermabacter,g__Devosia,g__Dialister,g__Dielma,g__Dietzia,g__Dolosigranulum,g__Dorea,g__Dysosmobacter,g__ER4,g__Eggerthella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Eubacterium,g__Evtepia,g__Exiguobacterium,g__Ezakiella,g__F0422,g__Faecalibacillus,g__Faecalibacterium,g__Faecalibaculum,g__Fenollaria,g__Ferruginibacter,g__Fimenecus,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Fructilactobacillus,g__Fructobacillus,g__Fusicatenibacter,g__Fusobacterium,g__G11,g__GCA-2753745,g__GCA-900066905,g__GWC2-73-18,g__Gemmiger,g__Gordonibacter,g__Haemophilus,g__Harryflintia,g__Herbaspirillum,g__Holdemanella,g__Holdemania,g__Hydrogeniiclostridium,g__Hymenobacter,g__Intestinibacter,g__JC017,g__Jeotgalicoccus,g__Kandleria,g__Labilithrix,g__Labrys,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lacunisphaera,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leptotrichia,g__Leuconostoc,g__Ligilactobacillus,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Limosilactobacillus,g__Longibaculum,g__Longicatena,g__Luteibacter,g__Marmoricola,g__Massilia,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Meiothermus,g__Merdicola,g__Merdisoma,g__Methanobrevibacter,g__Methylobacterium,g__Micrococcus,g__Microvirga,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Morganella,g__Murdochiella,g__Muribaculum,g__Muricomes,g__Mycobacterium,g__NSJ-61,g__Nanosynbacter,g__Nanosyncoccus,g__Negativibacillus,g__Neisseria,g__Nemorincola,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nitrosomonas,g__Nocardioides,g__Novosphingobium,g__Obscuribacter,g__Odoribacter,g__Olegusella,g__Oliverpabstia,g__Onthenecus,g__Onthomonas,g__Oribacterium,g__Paenarthrobacter,g__Palsa,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paralachnospira,g__Paramuribaculum,g__Parvimonas,g__Pauljensenia,g__Pediococcus,g__Pedobacter,g__Peptidiphaga,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Photobacterium,g__Phycicoccus,g__Pirellula,g__Planktophila,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Proteus,g__Pseudaeromonas,g__Pseudobutyricicoccus,g__Pseudoduganella,g__Pseudoflavonifractor,g__Pseudomonas,g__Pseudoruminococcus,g__Psychrobacter,g__Pyramidobacter,g__QAKW01,g__RUG13038,g__RUG13077,g__Ralstonia,g__Reyranella,g__Rhodococcus,g__Roseburia,g__Rothia,g__Rubneribacter,g__Ruminiclostridium,g__Ruminococcus,g__Ruthenibacterium,g__SBAT01,g__SFDB01,g__SFLA01,g__SIO2C1,g__SKOZ01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Solirubrobacter,g__Sphingomicrobium,g__Sphingomonas,g__Sphingopyxis,g__Sphingorhabdus,g__Staphylococcus,g__Stercorousia,g__Stoquefichus,g__Streptococcus,g__Sulfurospirillum,g__Tenuibacillus,g__Tepidimonas,g__Terrisporobacter,g__Thermoanaerobacterium,g__Thermophilibacter,g__Tumebacillus,g__Turicibacter,g__Turicimonas,g__UBA10103,g__UBA1179,g__UBA12499,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1573,g__UBA1822,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UBA9414,g__UMGS1071,g__UMGS1375,g__UMGS1449,g__Urbifossiella,g__Urinicoccus,g__Vagococcus,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__Weissella,g__Xanthomonas,g__Zag
103,0,0,8,0,0,0,0,1080,0,0,2,155,0,0,0,0,0,5,8,0,2,0,0,3207,35,3,0,0,0,0,0,0,0,2,0,9768,30,0,98,793,0,3741,0,6,0,0,0,0,2,0,0,0,0,0,0,0,37,0,0,0,0,0,269,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,27,604,9,2,0,0,0,0,0,0,0,9,0,0,0,421,379,0,25,0,0,0,64,13,106,21,0,0,0,3786,19124,0,0,0,0,6,0,0,0,0,836,4,0,0,0,0,283,2,0,0,0,0,21,7,0,3,0,0,0,0,0,0,284,0,0,5,0,0,0,182,0,23,0,0,0,0,0,0,18,0,0,0,0,4,0,1877,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,3628,0,0,228,0,0,0,0,0,4,2632,48978,0,0,0,0,0,0,0,34,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,184,0,0,0,359,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,715,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,6,0,0,0,0,0,330,0,0,0,0,0,0,68,0,0
105,0,0,97,0,0,0,0,66,0,0,0,12,0,0,0,0,0,0,3,0,0,15,0,41,11,0,0,0,0,0,0,0,0,0,0,867,0,0,0,37,0,98,0,0,3,17,0,75,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4276,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,15,443,0,0,0,0,0,0,0,0,0,0,0,0,0,391,26,0,2,0,0,0,19,4,15,0,0,0,0,296,4640,0,0,0,0,0,0,0,0,0,59,106,0,0,0,0,21,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,38,0,5,42,0,14,0,5,6,117,0,0,0,5,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,226,0,0,9,0,0,0,0,0,4,86,10591,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,19,0,0,216,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,94,0,0,0,0,0,0,0,6598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,2,0,0,0,0,186,0,0
106,0,0,42,0,0,0,0,1989,0,0,0,13,0,0,0,0,0,20,13,0,0,8,0,4866,60,0,0,0,0,0,0,0,0,0,0,17280,486,0,354,71,0,6827,0,0,0,9,0,0,0,0,0,40,0,0,0,0,188,0,0,0,0,0,995,0,2,0,9692,0,0,0,0,0,2,0,0,5,0,0,0,9575,0,0,0,0,0,0,141,3343,10,3,0,0,0,0,0,0,0,1,0,0,0,1502,90,0,42,0,0,0,71,124,133,0,0,4,0,8074,57798,0,0,0,0,0,0,1,0,0,1739,50,0,0,0,0,2036,0,0,0,0,0,35,2,0,0,0,0,0,0,0,2,48,0,42,50,0,6,0,20,27,112,0,0,0,246,0,0,3,0,0,0,0,0,0,1705,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1463,0,0,25,0,0,0,0,0,7,2531,68638,0,0,0,0,0,0,2,22,0,40,0,0,0,17,0,0,0,0,0,0,0,26,0,0,364,2,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,346,0,9,0,0,0,0,0,0,36,0,0,0,0,0,561,0,1,0,0,0,0,120,0,0
107,0,0,127,0,0,0,0,23,0,0,16,6,0,0,0,0,0,0,0,0,0,37,0,17,25,0,0,0,0,0,0,0,0,0,0,3019,0,0,0,20,0,10,0,0,0,0,0,0,14,0,0,222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,0,0,4,102,5,15,0,0,0,0,0,0,0,4,0,0,7,86,21,0,0,0,0,0,13,1,6,0,0,0,0,106,1114,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,6,0,0,0,0,0,2,0,0,0,11,0,0,0,0,16,0,0,0,765,0,27,0,0,31,390,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,291,0,0,3,4,9,0,0,0,0,150,15031,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1810,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,4,0,0,0,0,39,341,0,0,0,0,0,0,626,0,0
108,1,0,141,0,0,0,0,812,0,0,0,29,0,0,0,0,0,0,0,0,0,69,0,303,584,2,0,0,0,0,0,0,0,0,0,33797,0,0,7,191,0,1683,0,0,0,27,0,0,9,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,5455,0,0,0,0,0,0,71,936,9,2,0,0,0,0,0,0,0,0,0,0,0,449,134,0,28,0,0,0,165,2131,5,9,0,0,0,929,21572,0,0,0,0,0,0,0,0,0,48,10373,0,0,0,0,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,180,0,10,0,50,0,38,0,0,0,25,0,0,13,0,0,0,0,0,0,200,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,0,722,0,2,18,0,9,0,0,0,0,712,51557,0,0,0,0,0,0,0,0,0,271,0,0,0,2,0,0,0,0,0,0,0,22,0,0,3,0,0,0,198,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1409,0,0,0,109,0,0,0,232,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,33,8233,0,0,0,0,0,0,97,0,0
112,0,0,15,0,0,0,0,1416,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,2375,140,0,0,0,0,0,0,0,0,0,0,15558,0,0,56,397,0,1289,0,0,0,0,0,0,0,0,0,758,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,169,4053,34,0,0,0,0,0,0,0,0,0,0,0,0,6253,133,0,21,0,0,0,922,100,0,0,0,0,0,5625,82292,0,0,0,0,0,0,0,0,0,255,3786,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,65,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3409,0,0,28,0,0,0,0,0,0,8020,63196,0,0,0,0,0,0,0,2,0,164,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,10,0,0,0,0,2,31766,0,4,0,0,0,0,44,0,0
113,0,0,16,0,0,0,0,96,0,0,3,11,0,0,0,0,0,0,3,0,0,0,0,807,109,2,0,0,0,0,0,0,0,0,0,15974,0,0,32,185,0,21,0,0,0,0,0,0,0,0,0,749,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13825,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,691,12,2,0,0,0,0,0,0,0,0,0,0,0,4229,34,0,0,0,0,0,925,108,0,0,0,0,0,2181,20064,0,0,0,0,0,0,0,0,0,0,11353,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7,17,0,2,0,25,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2112,0,0,9,0,0,0,0,0,0,1231,59827,0,0,0,0,0,0,0,2,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1865,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9179,23,0,0,0,0,0,141,0,0
114,0,0,0,0,0,0,0,148,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,295,29,0,0,0,0,0,0,0,0,0,0,5813,0,0,10,124,0,412,0,0,0,0,0,0,0,0,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,12,159,2,0,0,0,0,0,0,0,0,0,3,0,0,283,38,0,3,0,0,0,423,25,0,0,0,0,0,399,5689,0,0,0,0,0,0,0,0,0,26,1380,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,952,0,0,22,0,0,0,0,0,0,550,16456,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,89,0,0,0,0,0,0,244,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,955,0,4,0,0,0,0,87,0,0
115,0,0,183,0,0,0,0,147,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,354,15,0,0,2,0,0,0,0,0,0,0,1670,0,0,61,9,0,509,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,8,95,3,87,0,0,0,0,0,0,0,0,0,0,0,338,4,0,0,0,0,0,87,11,0,0,0,0,0,376,7554,0,0,0,0,0,0,0,0,0,22,104,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,4,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,5,0,0,0,0,0,0,247,6376,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,16,0,0
116,0,0,46,0,0,0,0,1482,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,3737,499,5,0,0,0,0,0,0,0,0,0,8282,0,0,245,159,0,3340,0,0,0,0,0,0,5,0,0,35,0,0,0,0,42,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,167,514,14,0,0,0,0,0,0,0,0,0,0,0,0,627,105,0,41,0,0,0,226,2,4,9,0,0,0,3364,44735,0,0,0,0,0,0,0,0,0,243,275,0,0,0,0,76,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,68,0,9,0,199,0,29,0,0,0,37,0,0,4,0,0,0,0,0,0,42,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,1868,0,0,46,0,0,0,0,0,2,1515,25008,0,0,0,0,0,0,0,5,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,16,0,0,0,997,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3318,0,22,0,0,0,0,96,0,0
117,0,0,3,0,0,0,0,562,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,2156,198,0,0,0,0,0,0,0,0,0,0,10226,0,0,47,366,0,1985,0,0,0,0,0,0,0,0,0,181,0,0,0,0,6,0,0,0,0,0,0,0,0,0,541,0,0,0,4,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,0,17,1674,10,0,0,0,5,0,0,0,0,0,2,0,0,500,124,0,9,0,0,0,241,0,0,0,0,0,0,3312,37544,0,0,0,0,0,0,0,0,0,507,536,0,0,0,0,139,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,207,0,26,0,0,0,65,0,0,0,0,0,0,0,0,0,22,0,0,48,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2454,0,0,48,0,3,0,0,0,0,1598,49471,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,429,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,2,0,0,0,245,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,0,7,0,0,0,0,0,2391,0,21,0,0,0,0,40,0,0
118,0,0,9,0,0,0,0,4775,0,0,0,75,0,0,0,0,0,6,2,0,3,0,0,585,1252,3,0,0,0,0,0,0,0,2,0,18508,0,0,199,111,0,7414,0,0,0,0,0,0,5,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,36,694,22,0,0,0,0,0,0,0,0,1,2,0,0,520,23,0,118,0,0,0,128,0,5,34,0,0,0,7550,75843,0,0,0,0,0,0,0,0,0,545,75,0,0,0,0,1591,8,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,381,0,36,0,0,0,46,0,0,5,0,0,0,0,2,0,190,0,0,145,0,0,0,0,0,0,0,41,0,0,8,0,0,4,0,5,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2539,0,0,281,0,0,0,0,0,2,2805,29128,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,795,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,529,0,1,0,0,0,0,0,0,17,0,0,0,0,0,226,0,20,0,0,0,0,52,0,0
119,0,0,33,0,0,0,0,2754,0,0,0,181,0,0,0,0,0,7,5,0,0,3,0,2083,2372,3,0,0,0,0,0,0,0,0,0,7584,0,0,52,578,0,5804,0,0,0,0,0,0,0,0,0,140,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,63,1397,12,4,0,0,0,0,0,0,0,3,4,0,0,1616,276,0,25,0,0,0,102,15,0,24,0,0,0,11078,33134,0,0,0,0,2,0,0,0,0,1552,51,0,0,0,0,750,0,0,0,0,0,56,2,0,0,4,0,0,0,0,0,0,0,0,89,0,3,0,275,0,53,0,0,0,181,0,0,0,0,0,0,0,6,0,532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2645,0,0,445,0,0,0,0,0,2,2268,60106,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,3131,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,174,0,2,0,0,0,0,0,0,21,0,0,0,0,0,39,0,147,0,0,0,0,78,0,0
120,0,0,60,0,0,0,0,5688,0,0,0,211,0,0,0,0,0,63,16,0,0,1,0,6087,1864,3,0,0,0,0,0,0,0,4,0,35557,0,0,652,670,0,35191,0,0,0,9,0,0,16,0,0,76,0,0,0,0,195,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,7,0,0,0,0,0,0,419,0,0,0,0,0,0,149,3488,107,18,0,0,0,0,0,0,0,9,6,0,0,3111,303,0,124,0,0,0,139,48,32,39,0,0,0,35760,122061,0,0,0,0,13,0,0,0,0,5109,116,0,0,0,0,2809,2,0,0,0,0,187,0,0,0,2,0,0,0,0,0,0,0,4,85,0,13,0,518,0,148,5,0,0,520,0,0,16,0,0,0,0,4,0,1239,0,0,179,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7021,0,2,487,0,8,0,0,0,17,5407,103247,5,0,0,0,0,0,0,64,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,369,0,0,0,3002,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,762,0,6,0,0,0,0,0,0,4,0,0,0,0,0,1708,0,67,0,0,0,0,592,0,0
122,0,0,15,0,0,0,0,3534,0,0,0,94,0,0,0,0,0,1,5,0,2,2,0,1230,544,0,0,0,0,0,0,0,0,3,0,8833,14,0,23,268,0,5500,0,0,0,0,0,0,0,0,0,250,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,26,882,40,2,0,0,0,0,0,0,0,17,13,0,0,597,213,0,108,0,0,0,211,4,473,30,0,0,0,4115,28193,0,0,0,0,2,0,0,0,0,597,59,0,0,0,0,750,4,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,116,0,2,0,485,0,43,0,0,0,43,0,0,10,0,0,0,0,0,0,2317,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1329,0,0,229,0,0,0,0,0,7,1944,39228,17,0,0,0,0,0,2,20,0,273,0,0,0,12,0,0,0,0,0,0,0,0,0,0,343,0,0,0,584,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,2,0,0,0,0,0,0,34,0,0,0,0,5,56,0,14,0,0,0,0,58,0,0
123,0,0,17,0,0,0,0,1801,0,0,5,146,0,0,0,0,0,24,18,0,0,0,0,4008,74,0,0,0,0,0,0,0,0,2,0,22131,178,0,325,173,0,14992,0,0,0,0,0,0,4,0,0,79,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,22,1188,55,3,0,0,0,0,0,0,0,2,8,0,2,953,131,1,38,0,0,0,4,0,91,43,0,0,0,11386,48989,0,0,0,0,20,0,0,0,0,5651,2,0,0,0,0,3648,4,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,152,0,8,0,159,0,55,0,0,0,529,0,0,6,0,0,0,0,0,0,540,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1303,0,1,370,0,8,0,0,0,27,4059,46450,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,613,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,87,0,0,0,0,1422,0,0
125,0,0,75,0,0,0,0,1787,0,0,0,42,0,0,0,0,0,5,3,0,0,0,0,3147,72,0,0,0,0,0,0,0,0,0,0,20778,576,0,232,79,0,4792,0,0,0,10,3,0,3,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,31,810,9,14,0,50,9,0,0,0,0,0,0,0,0,187,9,2,26,0,0,0,39,9,636,0,0,0,0,5801,37110,0,0,0,0,2,0,0,0,0,1622,0,0,0,0,0,3584,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,16,0,5,0,20,0,12,0,0,0,121,0,0,0,0,0,0,0,0,0,1150,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1853,0,0,71,0,0,0,0,0,5,3304,49333,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,584,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1975,0,13,0,0,0,0,24,0,0
