time,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Actinomycetospora,g__Adhaeribacter,g__Adlercreutzia,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Aliterella,g__Alkanindiges,g__Alloiococcus,g__Alloprevotella,g__Amedibacillus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeroglobus,g__Anaeromassilibacillus,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Angustibacter,g__Aquabacterium,g__Aquirickettsiella,g__Arenimonas,g__Asprobacter,g__Atopobium,g__Avispirillum,g__BX12,g__Bacillus,g__Bacteroides,g__Bariatricus,g__Barnesiella,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevibacterium,g__Brevundimonas,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__C7867-002,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-196,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-41,g__CAG-533,g__CAG-83,g__CAJLXD01,g__Campylobacter,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Cellvibrio,g__Centipeda,g__Cetobacterium,g__Christensenella,g__Chryseobacterium,g__Chryseotalea,g__Cloacibacterium,g__Clostridioides,g__Clostridium,g__Cnuella,g__Cohnella,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprobacter,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Dellaglioa,g__Dermabacter,g__Devosia,g__Dialister,g__Dielma,g__Dietzia,g__Dolosigranulum,g__Dorea,g__Dysosmobacter,g__ER4,g__Eggerthella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Eubacterium,g__Evtepia,g__Exiguobacterium,g__Ezakiella,g__F0422,g__Faecalibacillus,g__Faecalibacterium,g__Faecalibaculum,g__Fenollaria,g__Ferruginibacter,g__Fimenecus,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Fructilactobacillus,g__Fructobacillus,g__Fusicatenibacter,g__Fusobacterium,g__G11,g__GCA-2753745,g__GCA-900066905,g__GWC2-73-18,g__Gemmiger,g__Gordonibacter,g__Haemophilus,g__Harryflintia,g__Herbaspirillum,g__Holdemanella,g__Holdemania,g__Hydrogeniiclostridium,g__Hymenobacter,g__Intestinibacter,g__JC017,g__Jeotgalicoccus,g__Kandleria,g__Labilithrix,g__Labrys,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lacunisphaera,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leptotrichia,g__Leuconostoc,g__Ligilactobacillus,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Limosilactobacillus,g__Longibaculum,g__Longicatena,g__Luteibacter,g__Marmoricola,g__Massilia,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Meiothermus,g__Merdicola,g__Merdisoma,g__Methanobrevibacter,g__Methylobacterium,g__Micrococcus,g__Microvirga,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Morganella,g__Murdochiella,g__Muribaculum,g__Muricomes,g__Mycobacterium,g__NSJ-61,g__Nanosynbacter,g__Nanosyncoccus,g__Negativibacillus,g__Neisseria,g__Nemorincola,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nitrosomonas,g__Nocardioides,g__Novosphingobium,g__Obscuribacter,g__Odoribacter,g__Olegusella,g__Oliverpabstia,g__Onthenecus,g__Onthomonas,g__Oribacterium,g__Paenarthrobacter,g__Palsa,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paralachnospira,g__Paramuribaculum,g__Parvimonas,g__Pauljensenia,g__Pediococcus,g__Pedobacter,g__Peptidiphaga,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Photobacterium,g__Phycicoccus,g__Pirellula,g__Planktophila,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Proteus,g__Pseudaeromonas,g__Pseudobutyricicoccus,g__Pseudoduganella,g__Pseudoflavonifractor,g__Pseudomonas,g__Pseudoruminococcus,g__Psychrobacter,g__Pyramidobacter,g__QAKW01,g__RUG13038,g__RUG13077,g__Ralstonia,g__Reyranella,g__Rhodococcus,g__Roseburia,g__Rothia,g__Rubneribacter,g__Ruminiclostridium,g__Ruminococcus,g__Ruthenibacterium,g__SBAT01,g__SFDB01,g__SFLA01,g__SIO2C1,g__SKOZ01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Solirubrobacter,g__Sphingomicrobium,g__Sphingomonas,g__Sphingopyxis,g__Sphingorhabdus,g__Staphylococcus,g__Stercorousia,g__Stoquefichus,g__Streptococcus,g__Sulfurospirillum,g__Tenuibacillus,g__Tepidimonas,g__Terrisporobacter,g__Thermoanaerobacterium,g__Thermophilibacter,g__Tumebacillus,g__Turicibacter,g__Turicimonas,g__UBA10103,g__UBA1179,g__UBA12499,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1573,g__UBA1822,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UBA9414,g__UMGS1071,g__UMGS1375,g__UMGS1449,g__Urbifossiella,g__Urinicoccus,g__Vagococcus,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__Weissella,g__Xanthomonas,g__Zag
274,0,0,0,0,0,0,0,398,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2100,12,0,0,0,0,0,0,0,0,0,0,166,39,0,161,5,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7,0,5,0,0,0,28,0,50,0,0,0,0,2036,9306,0,0,0,0,0,0,1,0,0,291,0,3,0,0,0,482,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,256,0,0,4,0,0,0,5,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0,0,0,0,0,0,40,12489,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,101,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,186,0,0,0,0,0,0,6,0,0
275,0,58,37,0,0,0,0,639,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,628,16,0,0,0,0,0,0,0,0,0,0,2672,41,0,112,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,395,0,0,0,0,2,0,0,0,0,0,0,0,0,78,39,0,15,0,0,0,50,0,52,2,0,0,0,801,5757,0,0,0,0,0,0,0,0,0,243,0,174,0,0,0,758,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,2,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,11,0,0,0,0,0,0,93,11462,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,210,0,3,0,0,0,0,2,0,0
276,0,34,8,0,0,0,0,517,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,1357,8,0,0,0,0,0,0,0,0,0,0,1561,26,0,227,4,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,232,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,141,0,0,0,0,0,0,0,0,0,1,3,0,0,39,23,0,14,0,0,0,16,0,92,0,0,0,0,939,12481,0,0,0,0,0,0,0,0,0,287,0,48,0,0,0,884,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,176,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,8,0,0,0,0,0,0,89,11180,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,0,0,2,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,123,0,0,0,0,0,0,5,0,0
277,0,24,2,0,0,0,0,3533,0,0,0,100,0,0,0,0,0,24,0,0,0,0,0,5282,74,0,0,0,0,0,0,0,0,0,0,7692,584,0,546,61,0,6752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,897,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,4,0,0,0,77,858,4,0,0,0,0,0,0,0,0,0,3,0,0,238,119,12,59,0,0,0,77,2,302,4,0,0,0,4797,25695,0,0,0,0,0,0,0,0,0,1262,11,359,0,0,0,2575,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,524,0,0,6,0,0,0,84,0,17,0,0,0,156,0,0,0,0,0,0,0,0,0,1255,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,632,0,3,110,2,0,0,0,0,2,651,40873,2,0,0,0,0,0,0,7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,295,0,0,5,779,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1029,0,0,0,0,0,0,0,66,346,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,42,0,0,0,0,0,507,0,6,0,0,0,0,25,0,0
279,0,5,16,0,0,0,0,1589,0,0,0,186,0,0,0,0,0,1,0,0,0,0,2,761,28,0,0,0,0,0,0,0,0,2,0,8195,80,0,150,92,0,1486,0,0,0,31,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,210,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,92,0,0,0,0,8,0,10,145,4,0,0,0,0,0,0,0,0,0,9,0,0,71,168,49,30,0,0,0,25,8,230,47,0,0,0,653,13763,0,0,0,0,0,0,0,0,0,211,63,0,0,0,0,781,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,241,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,386,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,879,0,3,909,0,0,0,0,0,2,750,20729,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,28,0,0,112,0,0,3,983,13,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,36,0,0,0,0,0,0,0,6,238,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,19,0,0,0,0,0,28,0,14,0,0,0,0,9,0,0
280,0,0,60,0,0,0,0,646,0,0,0,5,0,0,0,0,5,13,0,0,0,1,0,3388,4,0,0,0,0,0,0,0,0,0,0,1117,155,0,694,8,0,4093,0,0,0,29,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,9,269,10,0,0,0,12,0,0,0,0,0,0,0,0,330,10,0,67,0,0,0,25,11,4,0,0,0,0,6217,17711,0,0,0,0,0,0,0,2,0,701,0,49,0,0,0,2044,0,0,0,0,0,14,0,0,0,43,0,0,0,0,0,68,0,24,3,0,0,0,3,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,1169,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,7,0,0,0,0,0,0,447,14590,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,109,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,32,0,0,0,0,6,111,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,30,0,0,0,0,0,151,0,0,0,0,0,0,5,0,0
281,0,5,4,0,0,0,0,1207,0,0,0,42,0,0,0,0,0,9,0,0,0,0,0,2544,18,0,0,0,0,0,0,0,0,0,0,3875,203,0,362,26,0,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,372,4,0,0,0,0,0,0,0,0,0,0,0,0,107,33,3,35,0,0,0,68,12,190,0,0,0,0,2030,18640,0,0,0,0,0,0,0,0,0,513,0,136,0,0,0,1027,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,619,0,2,3,0,3,0,4,0,16,0,0,0,88,0,0,0,0,0,0,0,0,0,777,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,11,0,0,0,0,0,2,406,27173,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,169,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,8,112,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0,0,0,0,0,108,0,1,0,0,0,0,14,0,0
282,0,0,23,0,0,0,0,329,0,0,0,5,0,0,0,0,2,26,0,0,0,0,0,2556,0,0,0,0,0,0,0,0,0,0,0,720,158,0,932,3,0,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,170,5,0,0,0,0,0,0,0,0,0,0,0,0,151,7,0,77,0,0,0,0,9,43,0,0,0,0,1285,16400,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,1624,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,1,0,4,0,0,0,68,0,0,0,0,0,0,0,0,0,191,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,5,0,0,0,0,0,0,171,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,139,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,3,107,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,5,0,0,0,0,0,43,0,0,0,0,0,0,2,0,0
283,0,0,133,3,0,0,0,365,0,0,0,4,0,0,0,0,0,31,0,0,0,2,0,1921,3,0,0,0,0,0,0,0,0,0,0,2666,123,0,887,14,0,3444,0,0,0,3,0,62,0,0,0,0,0,0,0,0,69,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,219,4,0,0,0,0,0,0,0,0,0,0,0,0,75,24,0,27,0,0,0,12,3,41,0,0,0,0,246,10613,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,2,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,90,0,0,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,5,0,0,0,0,0,0,240,9170,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,49,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,21,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0
284,0,0,54,0,0,0,0,468,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,3935,4,0,0,0,0,0,0,0,0,0,0,2902,107,0,1620,26,0,5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,7,0,1,0,0,133,9,0,0,0,0,0,0,0,0,0,0,0,0,355,16,0,172,0,0,0,13,23,330,0,0,0,0,3085,21482,0,0,0,0,3,0,0,0,0,1871,0,0,0,0,0,2978,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,236,0,0,11,0,0,16,4,0,3,0,0,0,236,0,0,0,0,0,0,0,0,0,238,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,2,517,17403,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,3,0,0,0,26,257,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,19,0,0,0,0,0,67,0,0,0,0,0,0,6,0,0
285,0,0,0,0,0,0,0,874,0,0,0,32,0,0,0,0,0,7,0,0,4,0,0,1702,7,0,0,0,0,0,0,0,0,0,0,7874,102,0,1378,69,0,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,6,0,22,172,12,0,0,0,0,0,0,0,0,0,5,0,0,217,143,0,103,0,0,0,0,12,368,4,0,0,0,1404,20721,0,0,0,0,0,0,2,0,0,403,0,0,0,0,0,2278,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,65,0,0,4,0,0,0,8,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,196,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,13,2,0,0,0,0,0,837,16813,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
286,0,0,34,0,0,0,0,2156,0,0,0,5,0,0,0,0,0,24,0,0,4,0,0,2301,2,0,0,0,0,0,0,0,0,0,0,1999,212,0,936,104,2,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6,0,0,0,10,307,15,0,0,0,0,0,0,0,0,0,0,0,0,467,74,0,832,0,0,0,0,40,173,5,0,0,0,2539,22303,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,3410,4,1,0,0,0,30,0,0,0,0,0,0,0,0,0,264,0,14,4,0,0,0,21,0,2,0,0,0,55,0,0,0,0,0,0,0,0,0,633,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,8,0,0,0,0,0,0,909,6369,0,0,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,11,552,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,41,0,0,0,0,0,60,0,0,0,0,0,0,8,0,0
287,0,30,22,0,0,0,0,1777,0,0,2,31,0,0,0,0,2,8,2,0,0,0,2,3238,45,0,0,0,0,0,0,0,0,0,0,4888,323,0,612,41,0,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,44,602,10,0,0,0,0,0,0,0,0,0,0,0,0,258,54,0,109,0,0,0,47,15,521,0,0,0,0,5902,18822,0,0,0,0,0,0,0,0,0,545,0,702,0,0,0,3386,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,278,0,0,2,0,2,0,11,0,7,0,0,0,121,0,0,0,0,0,0,0,0,0,490,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,30,0,0,0,0,0,5,1158,25444,0,0,0,0,0,0,3,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,364,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,3,0,0,0,0,0,448,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,38,0,0,0,0,0,155,0,0,0,0,0,0,5,0,0
288,0,0,20,0,0,0,0,972,0,0,0,12,0,0,0,0,0,27,190,0,0,0,0,2487,13,0,0,0,0,0,0,0,0,0,0,5309,169,0,821,41,0,4612,0,0,0,0,0,0,2,0,0,0,0,0,0,0,265,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,44,420,2,0,0,0,2,0,0,0,0,0,0,0,0,380,63,0,100,0,0,0,127,24,505,4,0,0,0,2491,23912,0,0,0,0,6,0,0,0,0,878,0,20,0,0,0,1962,0,0,0,0,0,9,0,0,0,24,0,0,0,0,0,230,0,0,2,0,2,0,33,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,653,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,22,0,0,0,0,0,0,474,23532,0,0,0,0,0,0,0,3,0,0,0,3,0,36,0,0,0,0,0,0,0,92,0,0,74,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,215,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,10,0,0,0,2,0,119,0,0,0,0,0,0,7,0,0
289,0,0,3,0,0,0,0,1051,0,0,0,5,0,5,0,0,6,59,0,0,0,0,0,2975,35,0,0,0,0,0,0,0,0,0,0,3137,177,0,362,19,0,8030,0,0,0,0,0,54,0,0,0,0,0,0,0,0,184,0,0,0,0,0,385,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,12,1565,5,0,0,0,0,0,0,0,0,0,0,0,0,267,50,0,56,0,0,0,310,43,352,5,0,0,0,4662,32283,0,0,0,0,0,0,0,0,0,927,0,335,0,0,0,1949,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1326,0,0,8,0,4,0,18,0,16,0,0,0,214,0,0,0,0,0,0,0,0,0,381,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,7,2,0,0,0,0,0,378,40996,0,0,0,0,0,0,0,4,0,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,597,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,22,0,0,0,0,0,336,0,0,0,0,0,0,77,0,0
290,0,0,71,0,0,0,0,632,0,0,0,28,0,0,10,0,7,73,10,0,0,0,0,2215,68,0,0,0,0,0,0,0,0,0,0,5325,129,0,725,162,0,9503,0,0,0,43,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,5,0,0,0,1,272,43,2,0,0,0,0,0,0,0,0,8,0,0,559,180,0,237,0,0,0,190,57,169,60,0,2,0,8112,27316,0,0,0,0,7,0,0,0,0,1253,0,0,0,0,0,3448,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,175,7,0,2,0,2,0,117,0,16,0,0,0,190,0,0,0,0,0,0,0,0,0,1432,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1559,0,8,14,0,0,0,0,0,8,864,30749,6,0,0,0,0,0,2,23,0,0,0,3,0,32,0,0,0,0,0,0,0,31,0,0,174,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,319,0,8,0,1,62,0,0,0,280,0,0,0,0,0,0,4141,0,0,0,0,0,0,0,0,31,0,0,0,0,0,124,0,0,0,0,0,0,38,0,0
291,0,0,27,0,0,0,0,1520,0,0,0,109,0,0,0,0,5,40,4,0,0,0,0,5609,34,0,0,0,0,0,0,0,0,3,0,7460,286,0,508,198,0,7756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,34,493,23,0,0,0,7,0,0,0,0,0,7,0,0,411,288,9,273,0,0,0,189,56,415,49,0,2,0,5467,30803,0,0,0,0,0,0,0,0,0,1306,0,75,0,0,0,3180,2,0,0,0,0,37,5,0,2,0,0,0,0,0,0,316,0,2,19,0,0,0,78,0,18,0,0,0,160,0,0,0,0,0,36,0,0,0,929,0,0,111,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1791,0,2,107,3,2,0,0,2,8,989,36132,3,0,0,0,0,0,0,14,0,0,0,3,0,16,0,0,0,0,0,0,0,0,13,0,244,0,0,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,128,0,0,9,0,0,0,0,0,200,0,0,0,0,0,0,4355,0,0,0,0,0,0,0,0,29,0,0,0,0,0,163,0,0,0,0,0,0,18,0,0
