time,g__AV80,g__Abiotrophia,g__Acetatifactor,g__Acinetobacter,g__Actinomyces,g__Acutalibacter,g__Adlercreutzia,g__Aeromonas,g__Agathobaculum,g__Akkermansia,g__Alcaligenes,g__Aliarcobacter,g__Alistipes,g__Alloiococcus,g__Anaerobutyricum,g__Anaerococcus,g__Anaerofilum,g__Anaerofustis,g__Anaeromassilibacillus,g__Anaerosporobacter,g__Anaerostipes,g__Anaerotignum,g__Anaerotruncus,g__Anaerovibrio,g__Angelakisella,g__Aquabacterium,g__Asaia,g__Avispirillum,g__BX12,g__Bacteroides,g__Baekduia,g__Bariatricus,g__Bdellovibrio,g__Beduini,g__Bifidobacterium,g__Bilophila,g__Bittarella,g__Blautia,g__Bog,g__Borkfalkia,g__Bosea,g__Brachybacterium,g__Bradyrhizobium,g__Brevundimonas,g__Bryocella,g__Bulleidia,g__Burkholderia,g__Butyribacter,g__Butyricicoccus,g__Butyrivibrio,g__CAG-1024,g__CAG-127,g__CAG-1427,g__CAG-238,g__CAG-269,g__CAG-274,g__CAG-302,g__CAG-353,g__CAG-41,g__CAG-417,g__CAG-83,g__Caccousia,g__Campylobacter,g__Capnocytophaga,g__Caproiciproducens,g__Catenibacillus,g__Caulobacter,g__Cellulosilyticum,g__Christensenella,g__Chryseobacterium,g__Cloacibacterium,g__Clostridium,g__Cohnella,g__Collinsella,g__Comamonas,g__Conchiformibius,g__Coprobacillus,g__Coprococcus,g__Copromonas,g__Copromorpha,g__Corynebacterium,g__Cuneatibacter,g__Cupriavidus,g__Cutibacterium,g__DTU014,g__Deinococcus,g__Desulfovibrio,g__Dialister,g__Dielma,g__Dorea,g__Dysosmobacter,g__ER4,g__Edaphobacter,g__Eggerthella,g__Eikenella,g__Eisenbergiella,g__Emergencia,g__Emticicia,g__Enterocloster,g__Erysipelatoclostridium,g__Erysipelothrix,g__Ethanoligenens,g__Eubacterium,g__Evtepia,g__Ezakiella,g__Faecalibacillus,g__Faecalibacterium,g__Faecousia,g__Fenollaria,g__Fimbriiglobus,g__Fimbriimonas,g__Fimenecus,g__Fimiplasma,g__Finegoldia,g__Flavobacterium,g__Flavonifractor,g__Frisingicoccus,g__Fusicatenibacter,g__Fusobacterium,g__GCA-900066905,g__GWA2-73-35,g__Gemmata,g__Gemmiger,g__Glutamicibacter,g__Gordonibacter,g__Gp,g__Haemophilus,g__Harryflintia,g__Helcococcus,g__Holdemania,g__Hungatella,g__Hydrogeniiclostridium,g__Hydrogenoanaerobacterium,g__Intestinibacillus,g__Intestinibacter,g__JABFSM01,g__JC017,g__KBS-83,g__KBS-96,g__Lachnoanaerobaculum,g__Lachnospira,g__Lacticaseibacillus,g__Lactobacillus,g__Lactococcus,g__Lagierella,g__Lancefieldella,g__Lawsonella,g__Lawsonibacter,g__Leuconostoc,g__Limiplasma,g__Limivicinus,g__Limivivens,g__Longibaculum,g__Longicatena,g__MARSEILLE-P3954,g__Massilia,g__Massilibacillus,g__Massilicoli,g__Massiliimalia,g__Massilioclostridium,g__Mediterraneibacter,g__Merdibacter,g__Merdicola,g__Merdisoma,g__Methylobacterium,g__Micrococcus,g__Microvirgula,g__Mogibacterium,g__Monoglobus,g__Moraxella,g__Murdochiella,g__Muricomes,g__Negativicoccus,g__Neisseria,g__Neobittarella,g__Nesterenkonia,g__Niameybacter,g__Nocardioides,g__Nostoc,g__Novosphingobium,g__Odoribacter,g__Onthenecus,g__Onthomonas,g__PALSA-1081,g__Paludicola,g__Parabacteroides,g__Paraburkholderia,g__Paracoccus,g__Paralachnospira,g__Paramuribaculum,g__Pararheinheimera,g__Parasediminibacterium,g__Parvimonas,g__Pauljensenia,g__Pe,g__Pediococcus,g__Pedobacter,g__Peptoniphilus,g__Phascolarctobacterium,g__Phocaeicola,g__Phocea,g__Polynucleobacter,g__Porphyromonas,g__Prevotella,g__Pseudoflavonifractor,g__Pseudomonas,g__QAKW01,g__QAMM01,g__QHXM01,g__RQZE01,g__RUG13038,g__RUG13077,g__RUG762,g__Ralstonia,g__Reyranella,g__Roseburia,g__Rothia,g__Rubneribacter,g__Rubrimentiphilum,g__Ructibacterium,g__Ruminococcus,g__Ruthenibacterium,g__S5-A14a,g__SBAT01,g__SFDB01,g__SFLA01,g__Scatavimonas,g__Scatomonas,g__Sediminibacterium,g__Sellimonas,g__Soleaferrea,g__Solibaculum,g__Sphingomonas,g__Sphingopyxis,g__Staphylococcus,g__Stoquefichus,g__Streptococcus,g__Suipraeoptans,g__Sulfurospirillum,g__Tepidimonas,g__Terrisporobacter,g__Trueperella,g__Turicibacter,g__UBA10511,g__UBA1258,g__UBA1259,g__UBA1394,g__UBA1417,g__UBA1822,g__UBA2658,g__UBA5026,g__UBA5905,g__UBA644,g__UBA737,g__UBA738,g__UMGS1071,g__UMGS1375,g__UTPRO1,g__Urinicoccus,g__Ursidibacter,g__VFJQ01,g__VFKE01,g__Varibaculum,g__Veillonella,g__Vermiphilus,g__Vescimonas,g__Vibrio,g__Vitreoscilla,g__WQUU01,g__WRAI01,g__WRMH01,g__Weissella,g__Z2-YC6860,g__Zag
99,0,0,10,0,0,45,11,0,242,257,0,0,337,0,3,0,6,0,8,0,1249,83,16,0,0,0,0,11,0,9352,0,74,0,0,0,0,0,989,0,4,0,0,26,0,0,0,0,89,0,345,0,93,0,23,0,0,215,0,385,0,678,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,756,283,12,0,0,0,0,2,0,0,0,3,22,183,10,0,0,0,15,0,0,35,2,0,0,226,27,0,470,9832,0,0,0,0,0,0,0,0,31,0,333,0,0,0,0,554,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,489,0,0,8,0,0,0,35,6,7,135,8,0,0,0,0,0,0,0,0,193,0,0,18,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,2,1623,0,0,0,0,11,0,0,0,1430,25669,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,117,0,0,0,0,283,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,172,0,0,11,3,0,26,0,4,44,0,0,0,0,0,0,2,0,81,0,0,3,2,0,9,0,0
100,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,41,0,0,0,8,0,64,29,0,0,214,0,0,0,2,0,4,0,23,74,6,0,0,0,0,5,0,6813,0,5,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,322,0,0,0,62,0,23,0,0,3,0,30,0,819,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,202,154,2,0,0,0,0,0,0,0,0,2,3,119,0,0,0,0,17,0,0,0,0,0,0,25,3,0,16,3806,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,88,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,26,0,0,12,1,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,480,32911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,59,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,62,0,0,0,4,0,3,0,2,33,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
102,0,0,62,0,0,5,0,0,14,46,0,0,635,0,0,0,6,0,7,0,0,32,12,0,0,0,0,2,0,5368,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,112,0,0,0,6,0,0,0,0,41,0,33,0,320,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,11,47,0,0,0,0,0,0,0,0,0,0,0,77,15,0,0,0,14,0,0,2,0,0,0,9,0,0,10,189,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,98,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,214,12876,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,28,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
103,0,0,76,0,0,8,18,0,49,79,0,0,467,0,0,0,4,0,2,0,30,59,6,0,0,0,0,0,0,4293,0,7,0,0,0,0,0,95,0,2,0,0,0,0,0,0,0,78,0,6,0,20,0,13,0,0,51,0,20,0,1033,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,184,46,0,0,0,0,0,2,0,0,0,4,3,98,0,0,0,0,11,0,0,1,2,0,0,25,5,0,14,577,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,137,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,10,0,0,67,3,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,445,15179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,47,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,2,3,4,0,5,17,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
104,0,0,112,0,0,414,56,0,173,817,0,0,874,0,0,0,5,0,0,0,109,111,25,0,0,0,0,33,2,7872,0,13,0,0,0,0,2,402,0,9,0,0,27,0,0,0,0,206,3,0,0,97,0,32,0,0,273,0,110,0,1479,0,0,0,0,3,0,0,0,0,0,31,0,0,0,0,0,824,130,0,0,0,0,0,10,0,0,0,3,11,249,0,0,0,0,19,3,0,17,3,0,0,115,11,0,103,5613,0,0,0,0,0,0,0,0,12,0,95,0,0,0,0,375,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,36,0,0,106,6,0,0,0,0,0,0,0,0,58,0,0,27,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,2129,0,0,0,0,0,0,0,0,1284,27185,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,102,0,0,0,0,249,0,0,0,2,8,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,7,0,318,0,0,0,4,0,4,0,2,70,0,0,0,0,0,0,12,0,75,0,0,0,3,0,3,0,0
105,0,0,20,0,14,8,0,0,11,89,0,0,628,0,0,0,6,0,9,0,0,61,5,0,0,0,0,2,0,12705,0,3,0,0,0,0,0,8,0,2,0,0,23,0,0,0,0,19,0,2,0,0,0,6,0,0,77,0,9,0,399,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,19,0,0,0,0,0,4,0,0,0,2,0,53,16,0,0,0,52,0,0,0,0,0,0,3,0,0,3,205,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,186,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,0,0,0,0,0,0,0,0,871,34838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,210,6,0,0,0,7,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0
106,0,0,45,119,0,0,4,0,7,146,0,0,838,0,0,0,3,0,6,0,5,81,7,0,0,0,0,5,0,13840,0,6,0,0,0,0,0,17,0,3,0,0,63,0,0,0,0,68,0,0,3,17,0,0,0,0,98,0,4,0,994,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,42,47,0,0,0,0,0,6,0,0,0,0,0,210,15,0,0,0,54,0,0,0,0,0,0,18,0,0,3,429,0,0,0,0,0,0,0,0,25,0,7,0,0,0,0,225,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,38,0,0,103,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0,1198,44524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,12295,5,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,4,0,0,0,0
108,0,0,98,460,0,0,12,0,27,116,0,0,609,0,0,0,7,0,2,0,51,28,18,0,0,0,0,8,0,10871,0,0,0,0,0,0,2,87,0,4,0,0,351,0,0,0,0,66,0,0,0,78,0,11,0,0,69,0,50,0,722,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,591,54,0,0,0,0,0,3,0,0,0,0,0,141,2,0,0,0,102,2,0,0,0,0,0,62,5,0,10,2635,0,0,0,0,0,0,0,0,28,0,30,0,0,0,0,132,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,29,0,0,49,1,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,48,0,0,0,12,0,270,0,0,0,0,0,751,0,0,0,0,0,0,0,0,764,45170,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,279,0,0,0,0,623,0,0,0,0,5,0,0,0,3,0,0,0,0,97,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,9,0,1,7,0,0,0,0,0,0,0,0,66,0,0,0,0,0,2,0,0
109,0,0,222,35,0,0,85,0,262,732,0,0,1683,0,1,0,21,0,9,0,625,145,50,0,0,0,0,13,2,12275,0,24,0,0,0,0,0,821,0,12,0,0,0,0,0,0,0,41,2,0,3,190,0,87,0,0,533,0,357,0,3554,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,3489,133,7,0,0,0,0,14,0,0,0,0,28,466,59,0,0,0,672,6,0,0,5,0,0,200,29,0,199,10413,0,0,0,0,0,0,0,0,52,0,213,0,0,0,0,660,0,2,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,39,6,6,320,4,0,0,0,0,0,0,2,8,116,0,0,29,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,3,2577,0,0,2,0,17,2,0,0,2512,44669,0,0,0,0,0,0,2,8,0,0,0,3,0,0,0,231,0,0,0,0,2954,2,0,0,0,32,0,0,0,40,0,0,0,0,0,3,10,0,0,0,0,0,0,0,12,2,0,41,0,0,1,14,22,10,0,0,49,0,0,0,0,0,0,2,0,337,0,0,11,6,0,0,0,0
110,0,0,203,0,0,0,8,0,46,149,0,0,389,0,0,0,8,0,0,0,50,63,14,0,0,0,0,3,0,3307,0,5,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,218,0,0,0,192,0,20,0,0,216,0,51,0,678,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,811,37,0,0,0,0,0,0,0,0,0,0,2,135,20,0,0,0,297,0,0,0,0,0,0,72,0,0,51,1949,0,0,0,0,0,0,0,0,22,0,46,0,0,0,0,182,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,17,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,929,0,0,0,0,5,0,0,0,890,10656,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,188,0,0,0,0,871,2,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,0,7,0,6,13,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
111,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,14,64,0,0,9,0,28,66,0,0,48,0,0,0,0,0,0,0,18,7,2,0,0,1,0,5,0,565,0,1,0,0,0,0,0,103,0,0,0,0,67,0,0,0,0,5,0,0,0,37,0,4,0,0,7,0,25,0,335,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,124,7,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,102,0,0,0,0,0,0,18,4,0,24,624,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,168,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
115,0,0,75,0,0,0,2,0,11,37,0,0,114,0,0,0,3,0,0,0,10,18,12,0,0,0,0,0,0,2372,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,13,0,0,0,97,0,5,0,0,8,0,21,0,502,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,138,39,0,0,0,0,0,2,0,0,0,0,1,80,0,0,0,0,239,3,0,2,0,0,0,2,3,0,3,800,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,445,0,0,0,0,2,0,0,0,455,20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,776,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,65,0,0,0,2,0,0,0,0
116,0,0,118,203,0,0,25,0,58,91,0,0,184,0,0,0,2,0,0,0,87,26,16,0,0,0,0,13,0,2886,0,11,0,0,0,0,0,233,0,0,0,0,39,0,0,0,0,71,0,0,0,218,0,14,0,0,29,0,82,0,755,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1132,107,2,0,0,0,0,3,0,0,0,0,5,111,4,0,0,0,310,0,0,5,2,0,0,9,15,0,48,5022,0,0,0,0,0,0,0,0,9,0,75,0,0,0,0,318,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,13,0,0,56,2,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,493,24400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3881,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,16,0,0,0,5,0,4,0,0,14,0,0,0,0,0,0,2,0,151,0,0,0,0,0,3,0,0
118,0,0,63,0,0,0,4,0,19,159,0,0,572,0,0,0,11,0,3,0,24,86,33,0,0,23,0,11,0,8857,0,7,0,0,0,0,0,110,0,9,0,0,0,0,0,0,0,44,2,0,0,104,0,26,0,0,34,0,29,0,1766,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,142,143,0,0,0,0,0,12,0,0,0,5,2,245,0,0,0,0,565,2,0,0,0,0,0,7,2,0,8,2534,0,0,0,0,0,0,0,0,45,0,21,0,0,0,0,332,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,241,0,0,0,0,0,0,46,3,0,90,0,0,0,0,0,0,0,0,2,15,0,0,24,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,2792,0,0,0,0,0,0,0,0,1707,59425,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,47,0,0,0,0,6953,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,2,0,2,0,0
119,0,0,42,0,0,0,3,0,18,255,0,0,757,0,0,0,7,0,5,0,11,76,15,0,0,0,0,8,0,9853,0,9,0,0,0,0,0,62,0,7,0,0,0,0,0,0,0,59,0,0,0,52,0,34,0,0,131,0,28,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,124,0,0,0,0,0,7,0,0,0,8,1,222,4,0,0,0,325,0,0,3,0,0,0,11,3,0,8,1353,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,339,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,300,0,0,2,0,0,0,36,0,0,142,0,0,0,0,0,0,0,0,8,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,1944,61794,3,0,0,0,1,0,3,2,0,0,0,4,0,0,0,45,0,0,0,0,24058,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,12,0,0,1,0,0,0,0,0,0,0,0,336,0,0,0,2,0,0,0,0
120,0,0,11,0,0,0,25,0,74,300,0,0,2099,0,0,0,5,0,15,0,67,91,3,0,0,0,0,32,0,17578,0,0,0,0,0,0,0,436,0,4,0,0,0,0,0,0,0,1200,0,0,0,40,0,21,0,0,85,0,109,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,116,0,0,0,0,0,2,0,0,0,6,9,97,0,0,0,0,2946,0,0,0,2,0,0,65,6,0,54,5896,0,0,0,0,0,0,0,0,25,0,272,0,0,0,0,527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1832,0,0,0,0,0,0,11,5,0,69,6,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2033,0,0,0,0,0,0,0,0,1676,85635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,222,0,0,0,0,3,5,0,4,15,0,0,0,0,0,0,0,0,164,0,0,0,0,0,2,0,0
